tipo_de_empresa,fundação_da_empresa,possui_mais_de_um_sócio,funcionários,meses_de_permanência,utiliza_serviços_financeiros,possuicontador,faz_conciliação_bancária,frequência_de_utilização_de_feature_do_sistema_módulo_financeiro,frequência_de_utilização_de_feature_do_sistema_emissão_de_nota_fiscal,frequência_de_utilização_de_feature_do_sistema_integração_bancária,frequência_de_utilização_de_feature_do_sistema_módulo_de_vendas,frequência_de_utilização_de_feature_do_sistema_relatórios,frequência_de_utilização_de_feature_do_sistema_utilização_de_apis_de_integração,contrato,emite_boletos,tipo_de_pagamento,receita_mensal,receita_total,churn
Micro empresa,2012,Sim,até 5 funcionários,50,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,71.05,3444.85,Sim
Pequena empresa,2018,Não,até 5 funcionários,17,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - mês a mês,19.45,369.05,Não
Micro empresa,2016,Sim,até 5 funcionários,68,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - pagamento único,110.8,7553.6,Não
Pequena empresa,2018,Não,até 5 funcionários,1,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,84.5,84.5,Sim
Micro empresa,2015,Sim,até 5 funcionários,25,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,69.3,1813.1,Não
Pequena empresa,2016,Não,até 5 funcionários,67,Não,,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Trimestral,1,Cartão de crédito - pagamento único,49.35,3321.35,Não
Pequena empresa,2021,Não,até 5 funcionários,32,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Cartão de crédito - mês a mês,20.35,707.5,Não
Micro empresa,2004,Sim,até 5 funcionários,67,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Boleto - pagamento único,105.6,7112.15,Não
Pequena empresa,2005,Sim,até 5 funcionários,72,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - mês a mês,64.45,4641.1,Não
Pequena empresa,2020,Sim,até 5 funcionários,71,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - mês a mês,108.6,7690.9,Sim
Pequena empresa,2019,Não,6 ou mais funcionários,1,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,49.9,49.9,Não
Pequena empresa,2017,Não,até 5 funcionários,46,Não,,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Cartão de crédito - pagamento único,30.3,1380.1,Sim
Micro empresa,2006,Não,até 5 funcionários,2,Não,,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,30.4,78.65,Sim
Micro empresa,2017,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,45.4,45.4,Sim
Micro empresa,2020,Sim,até 5 funcionários,48,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Trimestral,1,Boleto - pagamento único,65.65,3094.65,Não
Micro empresa,2018,Sim,até 5 funcionários,61,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - pagamento único,103.3,6518.35,Não
Micro empresa,2016,Sim,até 5 funcionários,32,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,Cartão de crédito - pagamento único,84.15,2585.95,Sim
Micro empresa,2021,Não,até 5 funcionários,2,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,44.45,82.7,Não
Micro empresa,2018,Não,até 5 funcionários,3,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - pagamento único,19.75,58.85,Sim
Micro empresa,2016,Não,até 5 funcionários,5,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Cartão de crédito - mês a mês,85.4,425.9,Sim
Micro empresa,2017,Sim,6 ou mais funcionários,71,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,Cartão de crédito - pagamento único,89.9,6342.7,Não
Pequena empresa,2016,Sim,até 5 funcionários,37,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,55.05,2030.75,Não
Pequena empresa,2016,Sim,6 ou mais funcionários,65,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - pagamento único,104.1,6700.05,Não
Micro empresa,2020,Não,6 ou mais funcionários,67,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - pagamento único,106.6,7244.7,Não
Pequena empresa,2017,Não,6 ou mais funcionários,49,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Cartão de crédito - mês a mês,75.2,3678.3,Sim
Pequena empresa,2019,Sim,6 ou mais funcionários,50,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Anual,1,Cartão de crédito - mês a mês,70.5,3486.65,Não
Pequena empresa,2017,Sim,6 ou mais funcionários,25,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Boleto - pagamento único,19.6,411.15,Não
Micro empresa,2016,Não,6 ou mais funcionários,17,Sim,Sim,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Trimestral,1,Boleto - mês a mês,55.85,937.5,Sim
Micro empresa,2016,Sim,6 ou mais funcionários,64,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Boleto - mês a mês,24.05,1559.15,Não
Pequena empresa,2021,Sim,até 5 funcionários,25,Não,,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Trimestral,1,Cartão de crédito - mês a mês,38.1,970.4,Não
Pequena empresa,2012,Não,até 5 funcionários,23,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,106.4,2483.5,Sim
Pequena empresa,2001,Sim,até 5 funcionários,24,Não,,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - mês a mês,34.25,828.2,Não
Micro empresa,2017,Não,até 5 funcionários,37,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,100.05,3810.55,Não
Micro empresa,2019,Não,até 5 funcionários,21,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,68.65,1493.2,Não
Pequena empresa,2021,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,45.8,45.8,Não
Micro empresa,2020,Não,até 5 funcionários,10,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,75.75,777.3,Não
Pequena empresa,2019,Não,até 5 funcionários,6,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,84.4,556.35,Sim
Pequena empresa,2021,Sim,até 5 funcionários,51,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Trimestral,1,Cartão de crédito - mês a mês,96.4,4911.05,Não
Micro empresa,2021,Não,até 5 funcionários,10,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Boleto - mês a mês,20.55,187.35,Não
Micro empresa,2017,Não,até 5 funcionários,6,Não,,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,0,Cartão de crédito - mês a mês,50.95,307.6,Não
Pequena empresa,2021,Sim,6 ou mais funcionários,47,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Boleto - mês a mês,90.5,4318.35,Não
Micro empresa,2018,Sim,6 ou mais funcionários,61,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Trimestral,1,Boleto - pagamento único,79.4,4820.55,Não
Micro empresa,2020,Não,até 5 funcionários,52,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - pagamento único,58.75,3038.55,Não
Micro empresa,2021,Sim,6 ou mais funcionários,35,Sim,Sim,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - mês a mês,59.45,2136.9,Não
Pequena empresa,2016,Sim,até 5 funcionários,71,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - pagamento único,105.7,7472.15,Não
Micro empresa,2021,Não,até 5 funcionários,6,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,56.25,389.1,Sim
Pequena empresa,2021,Sim,até 5 funcionários,45,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Anual,0,Cartão de crédito - mês a mês,53.3,2296.25,Não
Micro empresa,2008,Não,até 5 funcionários,2,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,85.55,187.45,Sim
Micro empresa,2017,Não,até 5 funcionários,4,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Cartão de crédito - pagamento único,68.65,261.25,Sim
Pequena empresa,2020,Não,até 5 funcionários,2,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - mês a mês,24.3,38.45,Não
Pequena empresa,2018,Não,até 5 funcionários,4,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,77.85,299.2,Sim
Pequena empresa,2021,Não,até 5 funcionários,51,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,0,Cartão de crédito - mês a mês,59.9,3043.6,Não
Pequena empresa,2020,Sim,6 ou mais funcionários,60,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Cartão de crédito - mês a mês,23.95,1506.4,Não
Pequena empresa,2018,Não,até 5 funcionários,9,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Boleto - mês a mês,20.15,163.7,Não
Pequena empresa,2019,Não,até 5 funcionários,3,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Cartão de crédito - pagamento único,105.35,323.25,Sim
Pequena empresa,2020,Não,até 5 funcionários,17,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Cartão de crédito - pagamento único,95.65,1640.0,Não
Micro empresa,2016,Não,até 5 funcionários,8,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,87.05,762.1,Sim
Pequena empresa,2019,Sim,6 ou mais funcionários,46,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,Boleto - mês a mês,81.0,3846.35,Não
Micro empresa,2016,Não,até 5 funcionários,68,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - mês a mês,82.45,5646.6,Não
Pequena empresa,2016,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,53.5,53.5,Sim
Micro empresa,2017,Sim,até 5 funcionários,4,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Cartão de crédito - pagamento único,20.5,79.05,Não
Micro empresa,2021,Não,até 5 funcionários,1,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,25.1,25.1,Sim
Pequena empresa,2020,Não,6 ou mais funcionários,28,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Cartão de crédito - mês a mês,54.4,1516.6,Não
Micro empresa,2016,Não,até 5 funcionários,39,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Trimestral,1,Cartão de crédito - mês a mês,58.6,2224.5,Não
Pequena empresa,2019,Não,até 5 funcionários,11,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,Boleto - pagamento único,84.8,888.75,Não
Micro empresa,2019,Sim,até 5 funcionários,71,Não,,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - mês a mês,61.4,4310.35,Não
Pequena empresa,2021,Não,6 ou mais funcionários,2,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,20.4,42.9,Não
Pequena empresa,2006,Sim,até 5 funcionários,30,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,79.65,2365.15,Sim
Micro empresa,2018,Não,até 5 funcionários,17,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Boleto - mês a mês,20.15,353.65,Não
Micro empresa,2017,Sim,até 5 funcionários,55,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Cartão de crédito - mês a mês,94.45,5073.1,Não
Micro empresa,2019,Não,até 5 funcionários,58,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - pagamento único,79.8,4526.85,Não
Micro empresa,2021,Não,até 5 funcionários,5,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,54.2,308.25,Sim
Micro empresa,2004,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Boleto - pagamento único,19.45,19.45,Sim
Pequena empresa,2006,Não,até 5 funcionários,9,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,74.05,678.45,Não
Pequena empresa,2021,Não,até 5 funcionários,26,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,Cartão de crédito - pagamento único,49.15,1237.3,Não
Micro empresa,2017,Não,até 5 funcionários,50,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - mês a mês,19.4,1023.95,Não
Micro empresa,2016,Sim,até 5 funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - pagamento único,113.65,8182.75,Não
Micro empresa,2021,Não,6 ou mais funcionários,43,Sim,Não ,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - mês a mês,106.0,4532.3,Não
Pequena empresa,2018,Não,até 5 funcionários,56,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Cartão de crédito - pagamento único,25.95,1444.05,Não
Micro empresa,2017,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,19.1,19.1,Não
Pequena empresa,2018,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,1,Boleto - pagamento único,103.4,7372.65,Sim
Pequena empresa,2019,Sim,até 5 funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Anual,1,Cartão de crédito - pagamento único,100.55,7325.1,Não
Pequena empresa,2016,Sim,até 5 funcionários,36,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,95.4,3474.2,Não
Pequena empresa,2018,Não,até 5 funcionários,5,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,0,Cartão de crédito - pagamento único,75.15,392.65,Não
Micro empresa,2021,Não,até 5 funcionários,13,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,84.45,1058.6,Sim
Micro empresa,2006,Não,até 5 funcionários,44,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Trimestral,0,Cartão de crédito - mês a mês,89.15,3990.75,Não
Micro empresa,2005,Sim,6 ou mais funcionários,70,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Boleto - pagamento único,107.9,7475.85,Não
Pequena empresa,2016,Não,até 5 funcionários,44,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Cartão de crédito - mês a mês,19.5,835.5,Não
Micro empresa,2012,Sim,até 5 funcionários,32,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Cartão de crédito - mês a mês,85.95,2628.6,Sim
Micro empresa,2020,Sim,até 5 funcionários,69,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Cartão de crédito - mês a mês,24.95,1718.35,Não
Micro empresa,2010,Não,até 5 funcionários,16,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,59.4,1023.9,Sim
Pequena empresa,2015,Sim,6 ou mais funcionários,68,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Cartão de crédito - pagamento único,19.5,1193.55,Não
Pequena empresa,2020,Não,até 5 funcionários,16,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - mês a mês,69.95,1205.5,Não
Pequena empresa,2020,Sim,6 ou mais funcionários,68,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,0,Cartão de crédito - pagamento único,82.85,5776.45,Não
Pequena empresa,2019,Não,até 5 funcionários,4,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,19.0,78.9,Não
Micro empresa,2019,Sim,6 ou mais funcionários,26,Não,,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,Cartão de crédito - mês a mês,38.85,1025.15,Não
Micro empresa,2021,Não,até 5 funcionários,29,Não,,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,30.6,856.35,Sim
Pequena empresa,2020,Não,6 ou mais funcionários,5,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Cartão de crédito - mês a mês,20.35,122.0,Não
Pequena empresa,2021,Sim,até 5 funcionários,70,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Trimestral,1,Cartão de crédito - pagamento único,95.0,6602.9,Não
Pequena empresa,2019,Sim,até 5 funcionários,24,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,0,Cartão de crédito - pagamento único,74.4,1712.9,Não
Micro empresa,2009,Sim,até 5 funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,0,Cartão de crédito - pagamento único,78.45,5682.25,Não
Pequena empresa,2020,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,74.3,74.3,Não
Pequena empresa,2020,Sim,até 5 funcionários,70,Não,,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Trimestral,1,Cartão de crédito - pagamento único,51.05,3635.15,Não
Micro empresa,2021,Sim,6 ou mais funcionários,36,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Cartão de crédito - pagamento único,19.2,702.9,Não
Micro empresa,2002,Não,até 5 funcionários,38,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,99.55,3734.25,Sim
