ID,Tipo de empresa,Fundação da empresa,Possui mais de um sócio,Funcionários,Meses de permanência ,Utiliza serviços financeiros,PossuiContador,Faz conciliação bancária,Frequência de utilização de feature do sistema: Módulo financeiro,Frequência de utilização de feature do sistema: Emissão de nota fiscal,Frequência de utilização de feature do sistema: Integração bancária,Frequência de utilização de feature do sistema: Módulo de vendas,Frequência de utilização de feature do sistema: Relatórios,Frequência de utilização de feature do sistema: Utilização de APIs de integração,Contrato,Emite boletos,Emite boletos,Tipo de pagamento,Receita mensal,Receita total,Churn
3112,Pequena empresa,2018,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - pagamento único,"R$ 103,40","R$ 7.372,65",Sim
3113,Pequena empresa,2019,Sim,até 5 funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 100,55","R$ 7.325,10",Não
3114,Pequena empresa,2016,Sim,até 5 funcionários,36,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 95,40","R$ 3.474,20",Não
3115,Pequena empresa,2018,Não,até 5 funcionários,5,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,0,No,Cartão de crédito - pagamento único,"R$ 75,15","R$ 392,65",Não
3116,Micro empresa,2021,Não,até 5 funcionários,13,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 84,45","R$ 1.058,60",Sim
3117,Micro empresa,2006,Não,até 5 funcionários,44,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Trimestral,0,No,Cartão de crédito - mês a mês,"R$ 89,15","R$ 3.990,75",Não
3118,Micro empresa,2005,Sim,6 ou mais funcionários,70,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - pagamento único,"R$ 107,90","R$ 7.475,85",Não
3119,Pequena empresa,2016,Não,até 5 funcionários,44,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Cartão de crédito - mês a mês,"R$ 19,50","R$ 835,50",Não
3120,Micro empresa,2012,Sim,até 5 funcionários,32,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 85,95","R$ 2.628,60",Sim
3121,Micro empresa,2020,Sim,até 5 funcionários,69,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 24,95","R$ 1.718,35",Não
3122,Micro empresa,2010,Não,até 5 funcionários,16,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 59,40","R$ 1.023,90",Sim
3123,Pequena empresa,2015,Sim,6 ou mais funcionários,68,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Cartão de crédito - pagamento único,"R$ 19,50","R$ 1.193,55",Não
3124,Pequena empresa,2020,Não,até 5 funcionários,16,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 69,95","R$ 1.205,50",Não
3125,Pequena empresa,2020,Sim,6 ou mais funcionários,68,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,"R$ 82,85","R$ 5.776,45",Não
3126,Pequena empresa,2019,Não,até 5 funcionários,4,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 19,00","R$ 78,90",Não
3127,Micro empresa,2019,Sim,6 ou mais funcionários,26,Não,NaN,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - mês a mês,"R$ 38,85","R$ 1.025,15",Não
3128,Micro empresa,2021,Não,até 5 funcionários,29,Não,NaN,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 30,60","R$ 856,35",Sim
3129,Pequena empresa,2020,Não,6 ou mais funcionários,5,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Cartão de crédito - mês a mês,"R$ 20,35","R$ 122,00",Não
3130,Pequena empresa,2021,Sim,até 5 funcionários,70,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 95,00","R$ 6.602,90",Não
3131,Pequena empresa,2019,Sim,até 5 funcionários,24,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,0,No,Cartão de crédito - pagamento único,"R$ 74,40","R$ 1.712,90",Não
3132,Micro empresa,2009,Sim,até 5 funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,"R$ 78,45","R$ 5.682,25",Não
3133,Pequena empresa,2020,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 74,30","R$ 74,30",Não
3134,Pequena empresa,2020,Sim,até 5 funcionários,70,Não,NaN,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 51,05","R$ 3.635,15",Não
3135,Micro empresa,2021,Sim,6 ou mais funcionários,36,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Cartão de crédito - pagamento único,"R$ 19,20","R$ 702,90",Não
3136,Micro empresa,2002,Não,até 5 funcionários,38,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 99,55","R$ 3.734,25",Sim
3137,Micro empresa,2016,Não,até 5 funcionários,17,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 70,00","R$ 1.144,50",Sim
3138,Micro empresa,2021,Sim,6 ou mais funcionários,41,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 109,10","R$ 4.454,25",Não
3139,Micro empresa,2016,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 45,30","R$ 45,30",Sim
3140,Pequena empresa,2016,Não,até 5 funcionários,2,Não,NaN,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - pagamento único,"R$ 29,85","R$ 75,60",Sim
3141,Pequena empresa,2018,Não,até 5 funcionários,14,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 76,45","R$ 1.117,55",Não
3142,Pequena empresa,2007,Não,até 5 funcionários,2,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 95,10","R$ 180,25",Sim
3143,Pequena empresa,2017,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 19,80","R$ 19,80",Sim
3144,Pequena empresa,2017,Sim,6 ou mais funcionários,13,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 72,80","R$ 930,05",Não
3145,Pequena empresa,2019,Não,até 5 funcionários,6,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 18,95","R$ 110,15",Não
3146,Micro empresa,2016,Não,até 5 funcionários,4,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 76,65","R$ 333,60",Sim
3147,Micro empresa,2017,Sim,6 ou mais funcionários,5,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 99,15","R$ 465,05",Sim
3148,Micro empresa,2018,Sim,até 5 funcionários,15,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 101,75","R$ 1.669,40",Não
3149,Micro empresa,2018,Não,até 5 funcionários,47,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - mês a mês,"R$ 75,45","R$ 3.545,10",Não
3150,Micro empresa,2020,Não,até 5 funcionários,8,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 64,10","R$ 504,05",Não
3151,Pequena empresa,2018,Não,até 5 funcionários,17,Não,NaN,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 25,65","R$ 440,20",Não
3152,Pequena empresa,2017,Sim,6 ou mais funcionários,15,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 75,10","R$ 1.151,55",Não
3153,Micro empresa,2021,Não,até 5 funcionários,26,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 95,85","R$ 2.475,35",Não
3154,Micro empresa,2018,Não,até 5 funcionários,23,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 54,40","R$ 1.249,25",Não
3155,Micro empresa,2002,Não,até 5 funcionários,4,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 72,75","R$ 317,75",Não
3156,Pequena empresa,2017,Não,6 ou mais funcionários,29,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 19,85","R$ 535,05",Não
3157,Micro empresa,2019,Não,até 5 funcionários,25,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 19,05","R$ 461,30",Não
3158,Pequena empresa,2016,Não,até 5 funcionários,9,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 44,95","R$ 431,00",Sim
3159,Pequena empresa,2021,Sim,até 5 funcionários,18,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 49,55","R$ 878,35",Sim
3160,Pequena empresa,2005,Não,até 5 funcionários,3,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 94,85","R$ 335,75",Não
3161,Micro empresa,2017,Sim,6 ou mais funcionários,69,Não,NaN,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Anual,0,No,Cartão de crédito - pagamento único,"R$ 46,25","R$ 3.121,40",Não
3162,Pequena empresa,2021,Não,até 5 funcionários,14,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 19,35","R$ 324,80",Não
3163,Pequena empresa,2020,Não,até 5 funcionários,19,Sim,Sim,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 69,60","R$ 1.394,55",Não
3164,Pequena empresa,2001,Não,até 5 funcionários,39,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 90,70","R$ 3.413,25",Não
3165,Pequena empresa,2018,Não,até 5 funcionários,31,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 101,40","R$ 3.143,65",Não
3166,Pequena empresa,2019,Sim,6 ou mais funcionários,24,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 20,25","R$ 439,75",Não
3167,Pequena empresa,2019,Sim,até 5 funcionários,14,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - pagamento único,"R$ 48,80","R$ 664,40",Não
3168,Micro empresa,2016,Sim,até 5 funcionários,64,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,1,Yes,Boleto - mês a mês,"R$ 74,35","R$ 4.759,55",Não
3169,Micro empresa,2020,Não,até 5 funcionários,50,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Yes,Boleto - mês a mês,"R$ 19,35","R$ 1.033,00",Não
3170,Pequena empresa,2021,Sim,6 ou mais funcionários,52,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Trimestral,1,Yes,Boleto - pagamento único,"R$ 68,75","R$ 3.482,85",Não
3171,Pequena empresa,2021,Não,até 5 funcionários,28,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,No,Boleto - pagamento único,"R$ 100,20","R$ 2.688,45",Não
3172,Micro empresa,2016,Não,até 5 funcionários,21,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 20,85","R$ 435,25",Não
3173,Pequena empresa,2019,Não,6 ou mais funcionários,25,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 95,90","R$ 2.448,75",Sim
3174,Micro empresa,2021,Sim,até 5 funcionários,17,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 19,35","R$ 307,00",Não
3175,Pequena empresa,2020,Sim,até 5 funcionários,58,Não,NaN,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 45,00","R$ 2.689,35",Não
3176,Pequena empresa,2004,Sim,até 5 funcionários,17,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,No,Cartão de crédito - pagamento único,"R$ 81,50","R$ 1.329,20",Sim
3177,Micro empresa,2019,Sim,até 5 funcionários,51,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,"R$ 25,50","R$ 1.281,25",Não
3178,Pequena empresa,2019,Sim,6 ou mais funcionários,72,Não,NaN,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,0,No,Boleto - mês a mês,"R$ 48,90","R$ 3.527,00",Não
3179,Pequena empresa,2016,Sim,até 5 funcionários,52,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 84,10","R$ 4.348,65",Sim
3180,Micro empresa,2016,Não,até 5 funcionários,27,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Boleto - mês a mês,"R$ 19,60","R$ 561,15",Não
3181,Micro empresa,2021,Não,até 5 funcionários,3,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 20,00","R$ 63,60",Não
3182,Micro empresa,2018,Sim,até 5 funcionários,64,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,1,Yes,Boleto - mês a mês,"R$ 81,30","R$ 5.129,30",Não
3183,Micro empresa,2016,Sim,até 5 funcionários,45,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 95,20","R$ 4.285,80",Não
3184,Pequena empresa,2001,Sim,até 5 funcionários,3,Não,NaN,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 36,45","R$ 93,70",Sim
3185,Micro empresa,2016,Sim,até 5 funcionários,71,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 83,30","R$ 5.894,50",Não
3186,Micro empresa,2005,Não,até 5 funcionários,1,Não,NaN,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 25,05","R$ 25,05",Sim
3187,Micro empresa,2020,Sim,6 ou mais funcionários,58,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,"R$ 20,30","R$ 1.160,75",Não
3188,Pequena empresa,2018,Sim,6 ou mais funcionários,34,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 89,85","R$ 3.091,75",Não
3189,Micro empresa,2021,Não,até 5 funcionários,8,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 49,85","R$ 365,55",Sim
3190,Micro empresa,2020,Sim,6 ou mais funcionários,15,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 19,80","R$ 272,95",Não
3191,Pequena empresa,2019,Sim,6 ou mais funcionários,66,Não,NaN,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,"R$ 54,65","R$ 3.632,00",Não
3192,Pequena empresa,2015,Não,até 5 funcionários,12,Não,NaN,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 29,35","R$ 381,20",Não
3193,Pequena empresa,2018,Não,até 5 funcionários,58,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 19,15","R$ 1.035,50",Não
3194,Micro empresa,2019,Sim,6 ou mais funcionários,3,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,"R$ 19,10","R$ 52,00",Não
3195,Micro empresa,2009,Sim,até 5 funcionários,43,Não,NaN,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,No,Cartão de crédito - mês a mês,"R$ 55,55","R$ 2.342,20",Sim
3196,Micro empresa,2017,Não,até 5 funcionários,9,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 80,55","R$ 653,90",Não
3197,Micro empresa,2017,Não,até 5 funcionários,3,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 20,25","R$ 71,20",Não
3198,Micro empresa,2016,Sim,6 ou mais funcionários,22,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 69,50","R$ 1.498,20",Sim
3199,Pequena empresa,2019,Sim,até 5 funcionários,40,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 106,00","R$ 4.178,65",Não
3200,Micro empresa,2020,Não,até 5 funcionários,68,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,"R$ 25,50","R$ 1.821,80",Não
3201,Pequena empresa,2018,Sim,até 5 funcionários,54,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 104,30","R$ 5.278,15",Sim
3202,Micro empresa,2016,Não,até 5 funcionários,50,Sim,Sim,automática,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - mês a mês,"R$ 79,60","R$ 4.024,20",Não
3203,Pequena empresa,2019,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 55,25","R$ 55,25",Não
3204,Micro empresa,2016,Sim,até 5 funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,"R$ 88,05","R$ 6.520,80",Não
3205,Pequena empresa,2021,Não,6 ou mais funcionários,40,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 20,40","R$ 854,90",Não
3206,Micro empresa,2017,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 117,60","R$ 8.308,90",Não
3207,Micro empresa,2019,Não,até 5 funcionários,6,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 20,00","R$ 109,20",Não
3208,Micro empresa,2019,Não,até 5 funcionários,5,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 19,65","R$ 92,05",Não
3209,Pequena empresa,2021,Sim,até 5 funcionários,48,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 70,55","R$ 3.420,50",Não
